Random_Graph_Seed,Node_Hash_Result,Elapsed_Node_Hash,Edge_Hash_Result,Elapsed_Edge_Hash
0.7084870328823137,False,0.036865099995338824,False,0.10543019999749959
0.45721833891971,False,0.0375246999974479,False,0.10470720000012079
0.9958167945510045,False,0.03899160000582924,False,0.1066142999989097
0.7223908661974296,False,0.03775500000483589,False,0.10390210000332445
0.7875766680755757,False,0.036165299999993294,False,0.10438380000414327
0.049668440203585296,False,0.037319100003514905,False,0.10389890000078594
0.5255917013361869,False,0.03606969999964349,False,0.10439350000524428
0.9117409085414581,False,0.03817229999549454,False,0.10611860000062734
0.6290164672580242,False,0.03672750000259839,False,0.10467639999842504
0.5260291190021104,False,0.03730129999894416,False,0.10836240000207908
0.22545481576259696,False,0.03693409999686992,False,0.10496010000497336
0.8255522002823041,False,0.03654100000130711,False,0.10545580000325572
0.3128100802917295,False,0.03738290000183042,False,0.1042881999965175
0.30575545970193985,False,0.03823499999998603,False,0.10532539999985602
0.8227216176944275,False,0.039724100002786145,False,0.1032134000051883
0.19957182736017254,False,0.03730799999902956,False,0.10639030000311323
0.5813133728274368,False,0.038199999995413236,False,0.11079450000397628
0.3346864211796352,False,0.037028600003395695,False,0.10893080000096234
0.06055706665753713,False,0.04024999999819556,False,0.10551509999640984
0.45939426444358344,False,0.03964320000523003,False,0.10535990000062156
0.20387209910850834,False,0.03698420000000624,False,0.10635180000099353
0.43127865693767153,False,0.03776510000170674,False,0.11507710000296356
0.5349496174180758,False,0.03666700000030687,False,0.11750100000062957
0.20107664722052088,False,0.04047970000101486,False,0.1256347000016831
0.4167662706220632,False,0.03986300000542542,False,0.1322569999974803
0.5644241659763234,False,0.035652799997478724,False,0.12509760000102688
0.39917041982104595,False,0.03646209999715211,False,0.11386700000002747
0.38193603362532125,False,0.04049219999433262,False,0.12227960000018356
0.13475482187897903,False,0.03783839999960037,False,0.12679989999742247
0.5553867052957137,False,0.03699179999966873,False,0.11487510000006296
0.616363052631253,False,0.037033600005088374,False,0.12675259999377886
0.48330187752646236,False,0.039286100000026636,False,0.12818890000198735
0.3457693664680518,False,0.03956810000090627,False,0.11490339999727439
0.02561442617500087,False,0.03829319999931613,False,0.1064468000040506
0.5516889391429498,False,0.06081780000386061,False,0.10571950000303332
0.9256265650892747,False,0.036699900003441144,False,0.11153149999881862
0.0777169934139691,False,0.03822399999626214,False,0.11203659999591764
0.56683540077483,False,0.03806250000343425,False,0.1137070999975549
0.9120674629244331,False,0.038076799995906185,False,0.10617079999792622
0.3854012572622737,False,0.03672849999566097,False,0.10420439999870723
0.8134460599194088,False,0.03910080000059679,False,0.10634879999997793
0.18059268765530945,False,0.038006399998266716,False,0.10465939999994589
0.8940549346838266,False,0.036684700004116166,False,0.1044356999991578
0.33818849862525713,False,0.03686590000143042,False,0.1049533000041265
0.5891044910922238,False,0.038074699994467665,False,0.10559810000268044
0.04712975940489095,False,0.03926890000002459,False,0.10699739999836311
0.8481208157088191,False,0.03738359999988461,False,0.10705710000183899
0.7831869221139269,False,0.03743749999557622,False,0.10730129999865312
0.7488793311239276,False,0.03641059999790741,False,0.10554820000106702
0.82479869500821,False,0.036755599998286925,False,0.10577719999855617
0.5616538474543085,False,0.03725229999690782,False,0.10467800000333227
0.32571136738276374,False,0.037457400001585484,False,0.10418059999938123
0.24836300525338406,False,0.03693270000076154,False,0.10730139999941457
0.14912077961912829,False,0.03825390000565676,False,0.10513970000465633
0.7305398264446702,False,0.0367372000036994,False,0.1053295999954571
0.4019938211638424,False,0.038006299997505266,False,0.10610230000020238
0.5467084876621474,False,0.03722819999529747,False,0.10782019999896875
0.5423059172752382,False,0.03750630000286037,False,0.10439420000329847
0.38779988614875627,False,0.038144300000567455,False,0.10468069999478757
0.4173526302870606,False,0.03775580000365153,False,0.10421299999870826
0.8169951057109682,False,0.03603550000116229,False,0.10729799999535317
0.8399228929417616,False,0.037723300003563054,False,0.11196190000191564
0.11677901109683708,False,0.03774920000432758,False,0.10500429999956395
0.40547051358631747,False,0.038669000001391396,False,0.10551180000038585
0.20720968006682505,False,0.03831569999601925,False,0.10680059999867808
0.061453571097934256,False,0.03680290000193054,False,0.10475749999750406
0.0979120419541174,False,0.038040399995225016,False,0.1268223000006401
0.8171261024100839,False,0.037118400003237184,False,0.10517200000322191
0.70179999744205,False,0.03820049999922048,False,0.10505150000244612
0.03799292318856906,False,0.03759849999914877,False,0.10609629999817116
0.45452940387572627,False,0.038137000003189314,False,0.10854529999778606
0.6346900782531978,False,0.03810130000056233,False,0.12962310000148136
0.7971915247850238,False,0.03646709999884479,False,0.10423259999515722
0.7172443956645017,False,0.037220099999103695,False,0.10581880000245292
0.9827165114727672,False,0.03759989999525715,False,0.10367409999889787
0.4740651024502557,False,0.03702570000314154,False,0.10450900000432739
0.13093068945305886,False,0.03652280000096653,False,0.105114500001946
0.1201472807198648,False,0.03787620000366587,False,0.11166539999976521
0.13572201935222805,False,0.03763449999678414,False,0.10511879999830853
0.09941319042335361,False,0.039927300000272226,False,0.10679490000620717
0.3337311962054701,False,0.03810869999870192,False,0.11555640000005951
0.5853268279782279,False,0.03743820000090636,False,0.10495020000234945
0.1966813117544186,False,0.03684120000252733,False,0.10520269999688026
0.7959452037878163,False,0.0394397000054596,False,0.10536200000206009
0.5284908418427863,False,0.03781989999697544,False,0.10724289999780012
0.42738603198466085,False,0.03659230000630487,False,0.1052646999960416
0.5682713385750632,False,0.038402999998652376,False,0.10466499999893131
0.37520446020981013,False,0.037369999998190906,False,0.10810339999443386
0.6359827209005304,False,0.03798909999750322,False,0.10466730000189273
0.8031414439402247,False,0.03937389999919105,False,0.10639840000658296
0.9539433142053829,False,0.03677910000260454,False,0.10451279999688268
0.8948133800620643,False,0.036590600000636186,False,0.10701410000183387
0.26894614762766456,False,0.03940630000579404,False,0.10567760000412818
0.4439843649983667,False,0.03906280000228435,False,0.1094094000000041
0.32528153667923687,False,0.035950199999206234,False,0.10581739999906858
0.517109927773623,False,0.037800899997819215,False,0.10912090000056196
0.2569007371052975,False,0.03802450000512181,False,0.10444010000355775
0.9713949720012272,False,0.038042899999709334,False,0.10721600000397302
0.7509011486481147,False,0.03634819999570027,False,0.10310870000103023
0.755827151156737,False,0.03823829999601003,False,0.10384740000154125
0.5728925928680256,False,0.0379698999968241,False,0.1089983999991091
0.2569169553081959,False,0.036743500000739004,False,0.10395989999960875
0.3867201003076829,False,0.03902560000278754,False,0.12395259999902919
0.5159156116481418,False,0.037728199997218326,False,0.10505140000168467
0.3682502848024555,False,0.036953800001356285,False,0.10370630000397796
0.6653752504337339,False,0.0369697999994969,False,0.1059670000031474
0.8656131599781862,False,0.036125900005572475,False,0.10469130000274163
0.9054023525860136,False,0.03727919999801088,False,0.10455560000264086
0.4214668298934521,False,0.035922900002333336,False,0.10502879999694414
0.043500760760021295,False,0.03634520000196062,False,0.10360930000024382
0.09221797620905059,False,0.03593100000580307,False,0.10661850000178674
0.8291863159528902,False,0.03694369999720948,False,0.10646909999923082
0.3936992519665873,False,0.037657799999578856,False,0.10505800000100862
0.41723791817916034,False,0.03760569999576546,False,0.1046859999987646
0.730929352849793,False,0.03646450000087498,False,0.10511099999712314
0.7313021283515327,False,0.03638969999883557,False,0.10497290000057546
0.5716947800844526,False,0.0364426000014646,False,0.10469089999969583
0.9404783206413617,False,0.0374558999974397,False,0.10446219999721507
0.5561188226902327,False,0.036235799998394214,False,0.10397119999834104
0.1261681955751507,False,0.036762900002941024,False,0.10698140000022249
0.4908414958448889,False,0.037539799996011425,False,0.10453010000492213
0.3381899687460823,False,0.03671560000657337,False,0.1052620000045863
0.7386966135524747,False,0.03566280000086408,False,0.10636330000124872
0.45313821690264666,False,0.037062700001115445,False,0.10551300000224728
0.9967502463730792,False,0.03610509999998612,False,0.10646019999694545
0.17891781194152623,False,0.036152500004391186,False,0.10556610000639921
0.7816774290396539,False,0.03734760000224924,False,0.10571150000032503
0.22255650846587383,False,0.03686899999593152,False,0.10653540000203066
0.29172363853944494,False,0.03478180000092834,False,0.10550320000038482
0.02841659549769715,False,0.037493200004973914,False,0.10341630000039004
0.17770515549365384,False,0.03766790000372566,False,0.10407819999818457
0.8553578311890686,False,0.03783750000002328,False,0.10572210000100313
0.7780914884234138,False,0.036390599998412654,False,0.10479540000233101
0.7470342111339454,False,0.03626619999704417,False,0.10450970000238158
0.7500831722593923,False,0.03884500000276603,False,0.10472830000071554
0.9064005158304648,False,0.03688320000219392,False,0.10605429999850458
0.3117796110231912,False,0.036288600000261795,False,0.10501759999897331
0.7841545440421619,False,0.03746839999803342,False,0.10530570000264561
0.3177062272843536,False,0.0359251999980188,False,0.1049470000070869
0.9960113504957634,False,0.03814070000225911,False,0.10567070000251988
0.41651310637823735,False,0.036131599998043384,False,0.10570220000226982
0.5956849160647041,False,0.03705649999756133,False,0.10716520000278251
0.21163870599291013,False,0.03659740000148304,False,0.10412910000013653
0.4442134453993257,False,0.036482499999692664,False,0.10722009999881266
0.9216699841752353,False,0.036884299996017944,False,0.10617050000291783
0.004199232544598641,False,0.037912299994786736,False,0.10604240000247955
0.14652832331421928,False,0.03635519999807002,False,0.1037168000038946
0.2136277712468675,False,0.03637000000162516,False,0.10874519999924814
0.8856240998726082,False,0.03995550000399817,False,0.10661010000330862
0.07019626990193806,False,0.037326400000893045,False,0.10714220000227215
0.8360425806755328,False,0.036987899999076035,False,0.10656550000567222
0.35966733532159656,False,0.038434499998402316,False,0.10712169999897014
0.786754943109529,False,0.03658469999936642,False,0.10585970000101952
0.5588400260830265,False,0.03911499999958323,False,0.10643659999914235
0.5569910346720788,False,0.038613600001554005,False,0.10602330000256188
0.972156503373885,False,0.05896300000313204,False,0.15867879999859724
0.8348211774428396,False,0.036884100001771,False,0.10616200000367826
0.8118566700455555,False,0.03679579999879934,False,0.10435180000058608
0.4777833667173129,False,0.037038999995274935,False,0.11084249999839813
0.34478369950075083,False,0.03577670000231592,False,0.10587110000051325
0.3253915337121238,False,0.038473300002806354,False,0.10287239999888698
0.4544893702488756,False,0.03832620000321185,False,0.10471839999809163
0.203349082183504,False,0.03812020000623306,False,0.10555200000089826
0.910239565036058,False,0.03764359999331646,False,0.10624159999861149
0.16303090196069692,False,0.03707389999908628,False,0.10768459999962943
0.600485790219107,False,0.038200199996936135,False,0.10635610000463203
0.4849938064169337,False,0.03635989999747835,False,0.10682439999800408
0.37513682949474403,False,0.03633100000297418,False,0.10505719999491703
0.10807844279652001,False,0.03667629999836208,False,0.10397630000079516
0.01887185965164795,False,0.036339300000690855,False,0.10650009999517351
0.6736998126122073,False,0.03796050000528339,False,0.10380509999959031
0.9166781670285419,False,0.036193899999489076,False,0.10593879999942146
0.3649163264541725,False,0.0359734000012395,False,0.10629440000047907
0.7554573172107584,False,0.03464890000032028,False,0.10497599999507656
0.32498940815081834,False,0.03767099999822676,False,0.10707459999684943
0.8469024301754996,False,0.03707399999984773,False,0.10454960000060964
0.10243996649947185,False,0.03590339999936987,False,0.10493510000378592
0.8329957407602384,False,0.038333199998305645,False,0.10550680000596913
